mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin-1,origin-2,origin-3,0,0
29.5,-0.8552441147764164,-0.9247725045728723,-0.8713169285317705,-1.3525839867798928,-1.2213453141323285,76,0,1,0,29.5,32.3592529296875
23.6,-0.8552441147764164,-0.5123809563151657,-0.28266033894278486,-0.07725719858067973,-0.45983810521640134,80,1,0,0,23.600000381469727,24.0849552154541
15.5,1.496307924470656,1.1947282434492943,1.0647091883386712,1.3811026008878649,-0.6774115934780952,77,1,0,0,15.5,15.9548978805542
20.6,0.32053190484711985,0.3603546458116088,0.018208584624918932,0.48365041659952973,0.08409561543783205,78,1,0,0,20.600000381469727,19.248037338256836
34.2,-0.8552441147764164,-0.8480484955946943,-0.8974794436246143,-0.9097621853218327,-0.858722833696173,79,1,0,0,34.20000076293945,30.73274040222168
25.0,-0.8552441147764164,-0.7425529832496995,-0.6096917776033324,-0.8861450225774028,0.4829803439176024,76,0,1,0,25.0,28.45709991455078
36.4,-0.26735610496464823,-0.6946004776383383,-0.9759669889031457,-0.02411858240571251,1.5708477852260692,80,0,1,0,36.400001525878906,26.644081115722656
22.3,-0.8552441147764164,-0.5123809563151657,-0.42655417195342576,-0.09497007063900213,0.6280293360920655,79,1,0,0,22.299999237060547,24.214008331298828
19.0,-0.8552441147764164,-0.7041909787606105,-0.42655417195342576,0.35375602150516544,2.29609274609838,76,0,1,0,19.0,21.473196029663086
19.8,0.32053190484711985,0.06304911102116918,-0.5050417172319572,0.02311574308314723,0.954389568484605,79,1,0,0,19.799999237060547,22.739160537719727
31.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.204976719627206,1.2444875528335297,74,0,0,1,31.0,31.760128021240234
14.0,1.496307924470656,1.5016242793620063,1.5879594901955474,1.4625818123561478,-1.2938698102195594,71,1,0,0,14.0,13.77718734741211
14.0,1.496307924470656,1.4057192681392838,1.4571469147313283,0.7540669300232518,-2.744359731964182,70,1,0,0,14.0,15.65699291229248
43.4,-0.8552441147764164,-0.991906012428778,-1.473054775667178,-0.7503463367969311,2.948813210883461,80,0,1,0,43.400001525878906,32.36583709716797
26.0,-0.8552441147764164,-0.9151820034506,-0.6620168077890201,-0.8448149877746506,0.7730783282665271,76,1,0,0,26.0,28.208274841308594
33.5,-0.8552441147764164,-1.0398585180401392,-0.8974794436246143,-1.2108810103133136,0.44671809587398764,77,0,0,1,33.5,32.46826171875
19.0,-0.8552441147764164,-0.6850099765160661,-0.5050417172319572,-0.7798677902274684,1.0631763126154519,73,1,0,0,19.0,26.021636962890625
22.0,-0.8552441147764164,-0.6946004776383383,-0.16492902102498772,-0.03002287309181998,-0.38731360912917046,75,0,1,0,22.0,22.490026473999023
27.2,-0.8552441147764164,-0.7137814798828829,-0.19109153611783153,-0.7916763715996833,-0.3147891130419396,78,0,0,1,27.200000762939453,27.631649017333984
32.7,0.32053190484711985,-0.24384692489154272,0.7245964921317017,-0.07135290789457226,-1.5114432984812527,80,0,0,1,32.70000076293945,22.140947341918945
29.0,-0.8552441147764164,-1.2028970371187675,-1.4468922605743342,-1.30298794501659,1.4257987930516074,73,0,1,0,29.0,33.362728118896484
17.6,0.32053190484711985,0.30281163907797537,-0.5050417172319572,0.5840233582633567,0.37419359978675676,81,1,0,0,17.600000381469727,20.699810028076172
23.0,-0.8552441147764164,-0.4068854439701709,-0.28266033894278486,0.07625435925811444,1.7884212734877631,82,1,0,0,23.0,23.278270721435547
34.0,-0.8552441147764164,-0.8192769922278775,-0.8974794436246143,-0.8566235691468654,0.4829803439176024,82,0,0,1,34.0,32.04877853393555
17.6,1.496307924470656,1.0412802254929383,0.6461089468531703,0.891046473940945,-0.7861983376089415,79,1,0,0,17.600000381469727,18.018043518066406
30.7,0.32053190484711985,-0.4644284507038044,-0.7405043530675515,0.22386162641080112,1.4620610410952235,81,0,1,0,30.700000762939453,24.289457321166992
21.0,0.32053190484711985,0.3603546458116088,0.14902116008913796,0.08097779180700042,-0.2060023689110927,75,1,0,0,21.0,19.177978515625
38.0,-0.8552441147764164,-0.9823155113065057,-0.9759669889031457,-1.151838103452239,0.22914460761229377,82,0,0,1,38.0,33.99092483520508
16.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.3822834590250863,-0.5686248493472483,74,1,0,0,16.0,15.321796417236328
15.0,0.32053190484711985,0.5425741671347816,-0.8451544134389267,0.5450550397350474,1.9697325137058408,75,1,0,0,15.0,19.821895599365234
20.0,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.8036629717865544,0.7730783282665271,76,1,0,0,20.0,18.03070831298828
29.0,-0.8552441147764164,-0.991906012428778,-0.8974794436246143,-1.2203278754110856,-0.4961003532600174,76,0,1,0,29.0,31.7564697265625
32.0,-0.8552441147764164,-0.4740189518260767,-0.21725405121067531,-0.36066315151383815,-0.6048870973908637,82,0,0,1,32.0,26.738710403442383
18.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.5497784722839334,-1.6564922906557151,70,1,0,0,18.0,15.775491714477539
32.0,-0.8552441147764164,-1.0398585180401392,-0.8974794436246143,-1.1577423941383462,0.5192425919612185,76,0,0,1,32.0,31.912139892578125
15.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.3126128289290182,-0.9312473297834039,73,1,0,0,15.0,15.036526679992676
16.0,1.496307924470656,1.5112147804842784,1.1693592487100464,1.6113699376460562,-0.38731360912917046,77,1,0,0,16.0,15.178719520568848
34.0,-0.8552441147764164,-0.7809149877387885,-0.42655417195342576,-0.6794948485636414,0.8818650723973741,82,1,0,0,34.0,28.021528244018555
10.0,1.496307924470656,1.0892327311042995,2.5036475184450806,1.6597851212721373,-0.2060023689110927,70,1,0,0,10.0,11.494908332824707
19.0,-0.8552441147764164,-0.6946004776383383,0.2013461902748256,-0.12094894965787499,-0.024691128693014885,73,0,1,0,19.0,20.65973663330078
28.4,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.3547588608277307,0.15662011152506292,79,1,0,0,28.399999618530273,25.182905197143555
15.0,1.496307924470656,1.0412802254929383,0.6722714619460141,1.5641356121571963,-0.2422646169547081,77,1,0,0,15.0,16.0194149017334
32.3,-0.8552441147764164,-0.9247725045728723,-0.9759669889031457,-1.0691780338467343,0.8093405763101432,81,0,0,1,32.29999923706055,33.10536575317383
30.0,-0.8552441147764164,-0.9151820034506,-0.9498044738103019,-0.9629008014967999,0.3379313517431407,78,1,0,0,30.0,30.68104362487793
26.4,-0.8552441147764164,-0.5123809563151657,-0.42655417195342576,-0.118587233383432,0.9181273204409902,80,1,0,0,26.399999618530273,24.54275131225586
30.0,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.6913034299358564,-0.9675095778270193,81,1,0,0,30.0,28.44766616821289
19.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.0819806311295657,0.15662011152506292,74,1,0,0,19.0,19.957244873046875
13.0,1.496307924470656,1.0412802254929383,0.9338966128744521,1.5629547540199749,0.15662011152506292,72,1,0,0,13.0,13.595785140991211
32.2,-0.8552441147764164,-0.8192769922278775,-0.7666668681603952,-0.8330064064024356,-0.1334778728238618,80,0,0,1,32.20000076293945,30.798934936523438
27.0,-0.8552441147764164,-0.9247725045728723,-0.42655417195342576,-0.9924222549273373,-0.38731360912917046,71,0,0,1,27.0,27.192481994628906
28.0,-0.8552441147764164,-0.9151820034506,-0.6358542926961762,-0.9522730782618064,-0.2060023689110927,72,1,0,0,28.0,27.62022590637207
44.6,-0.8552441147764164,-0.9823155113065057,-0.9759669889031457,-1.3230625333493555,-0.6411493454344791,80,0,0,1,44.599998474121094,34.318302154541016
18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.214236742498373,-0.2060023689110927,73,1,0,0,18.0,20.49205207824707
39.4,-0.8552441147764164,-1.0398585180401392,-0.8974794436246143,-1.063273743160627,1.099438560659068,78,0,0,1,39.400001525878906,31.464252471923828
25.1,-0.8552441147764164,-0.5123809563151657,-0.42655417195342576,-0.295715953966656,-0.060953376736630316,78,1,0,0,25.100000381469727,25.084487915039062
16.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.9571745296253487,0.5192425919612185,74,1,0,0,16.0,16.852745056152344
43.1,-0.8552441147764164,-0.991906012428778,-1.473054775667178,-1.1636466848244538,2.151043753923919,78,0,1,0,43.099998474121094,33.533843994140625
25.0,-0.8552441147764164,-0.5123809563151657,-0.32190411158205057,-0.47048295827543707,-0.2422646169547081,76,1,0,0,25.0,24.767396926879883
16.9,1.496307924470656,1.5016242793620063,1.3263343392671092,1.6408913910765934,-0.2422646169547081,79,1,0,0,16.899999618530273,15.163278579711914
13.0,1.496307924470656,1.9811493354756187,1.8495846411239854,2.5619607381093585,-1.2938698102195594,71,1,0,0,13.0,11.428902626037598
20.2,0.32053190484711985,0.06304911102116918,-0.42655417195342576,0.10577581268865179,0.5555048400048346,81,1,0,0,20.200000762939453,22.980321884155273
14.0,1.496307924470656,1.5112147804842784,1.2740093090814215,1.3681131613784283,-0.9312473297834039,72,1,0,0,14.0,14.25040054321289
37.0,-0.8552441147764164,-0.7137814798828829,-0.32190411158205057,-0.6334413812120032,-0.2060023689110927,80,0,0,1,37.0,27.689258575439453
13.0,1.496307924470656,1.5016242793620063,1.8495846411239854,1.333868275399005,-0.9312473297834039,73,1,0,0,13.0,13.948384284973145
21.5,-0.8552441147764164,-0.6946004776383383,0.14902116008913796,-0.43741893043323526,-1.0037718258706347,77,0,1,0,21.5,24.29135513305664
27.0,-0.8552441147764164,-0.8864105000837833,-0.5573667474176448,-0.9074004690473897,-0.09721562478024574,76,0,1,0,27.0,28.496540069580078
14.0,1.496307924470656,1.5112147804842784,1.1431967336172026,1.991606257831377,-0.7499360895653261,75,1,0,0,14.0,14.033462524414062
15.0,1.496307924470656,1.9811493354756187,1.19552176380289,0.9335573668809187,-2.2004260113099483,70,1,0,0,15.0,15.36713695526123
17.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.42342665160123355,-0.024691128693014885,71,1,0,0,17.0,17.6505126953125
9.0,1.496307924470656,1.060461227737483,2.320509912795174,2.080170618122989,1.0631763126154519,70,1,0,0,9.0,9.89692497253418
23.0,-0.8552441147764164,-0.5123809563151657,-0.6881793228818638,-0.4468657955310072,1.0631763126154519,75,1,0,0,23.0,25.30704689025879
26.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.1896255638433266,-0.024691128693014885,74,0,1,0,26.0,31.380964279174805
34.3,-0.8552441147764164,-0.9247725045728723,-0.6881793228818638,-0.9239324829684906,0.08409561543783205,80,0,1,0,34.29999923706055,30.488941192626953
23.2,-0.8552441147764164,-0.3589329383588097,0.018208584624918932,-0.2661945005361187,0.4104558478303716,78,1,0,0,23.200000762939453,22.319772720336914
17.5,1.496307924470656,1.070051728859755,1.0647091883386712,1.0740794852102764,-1.1125585700014817,77,1,0,0,17.5,16.708759307861328
12.0,1.496307924470656,2.5086268972005925,3.1577103957661756,2.338778550174496,-1.6564922906557151,73,1,0,0,12.0,11.042125701904297
30.0,-0.8552441147764164,-1.0974015247737727,-0.8974794436246143,-1.0585503106117409,1.4257987930516074,71,0,1,0,30.0,28.712078094482422
30.5,-0.8552441147764164,-0.9247725045728723,-0.6881793228818638,-0.9215707666940476,-0.5323626013036329,77,0,1,0,30.5,29.84457015991211
25.4,-0.26735610496464823,-0.09998940805745903,-0.7143418379747076,0.6607791371827537,1.6433722813133014,79,0,1,0,25.399999618530273,21.595195770263672
44.3,-0.8552441147764164,-0.991906012428778,-1.473054775667178,-1.0455608711023046,2.2235682500111493,80,0,1,0,44.29999923706055,33.704078674316406
23.0,-0.8552441147764164,-0.7041909787606105,-0.42655417195342576,-0.015852575445162057,0.5192425919612185,75,0,1,0,23.0,23.416677474975586
14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3291448428501191,-0.9312473297834039,71,1,0,0,14.0,14.223798751831055
29.8,-0.8552441147764164,-1.0014965135510503,-1.1067795643673648,-1.3289668240354628,-0.09721562478024574,80,0,1,0,29.799999237060547,34.319095611572266
26.5,-0.8552441147764164,-0.5123809563151657,-0.8451544134389267,-0.47874896523598753,-0.7136738415217107,76,1,0,0,26.5,27.65009880065918
20.2,0.32053190484711985,0.06304911102116918,-0.5050417172319572,-0.00640571034739011,0.08409561543783205,78,1,0,0,20.200000762939453,23.07969093322754
38.0,0.32053190484711985,0.6576601806020484,-0.5050417172319572,0.05263719651368457,0.5192425919612185,82,1,0,0,38.0,22.551145553588867
17.0,1.496307924470656,1.0412802254929383,0.9338966128744521,0.5651296280678128,-1.8378035308737928,70,1,0,0,17.0,16.35158920288086
20.5,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.5426933234606044,0.5917670880484494,78,1,0,0,20.5,18.907941818237305
32.4,-0.8552441147764164,-0.8192769922278775,-0.7666668681603952,-0.7326334647386087,0.44671809587398764,81,0,0,1,32.400001525878906,30.423368453979492
18.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.05972234533701353,0.3379313517431407,73,1,0,0,18.0,19.614503860473633
20.5,0.32053190484711985,0.3603546458116088,0.018208584624918932,0.536789032774497,0.4829803439176024,77,1,0,0,20.5,18.405664443969727
25.8,-0.8552441147764164,-0.3589329383588097,-0.32190411158205057,-0.4138017676888054,-0.4235758571727859,81,1,0,0,25.799999237060547,26.103757858276367
13.0,1.496307924470656,1.5016242793620063,1.0647091883386712,1.2807296592240378,-1.2938698102195594,76,1,0,0,13.0,16.057573318481445
24.0,-0.8552441147764164,-0.5699239630487991,-0.21725405121067531,-0.3169714004366429,-0.7499360895653261,75,0,0,1,24.0,24.856487274169922
16.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.36320288660293737,0.8818650723973741,73,1,0,0,16.0,17.44944190979004
13.0,1.496307924470656,1.1947282434492943,1.19552176380289,0.9264722180575898,-0.5686248493472483,76,1,0,0,13.0,16.059053421020508
21.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.8790598737540739,0.3379313517431407,72,1,0,0,21.0,25.743350982666016
19.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.36792631915182333,-0.2060023689110927,71,1,0,0,19.0,18.04242515563965
25.0,-0.8552441147764164,-0.9151820034506,-0.28266033894278486,-1.0916143384539427,1.2444875528335297,71,1,0,0,25.0,25.290157318115234
27.5,-0.8552441147764164,-0.5699239630487991,-0.24341656630351913,-0.484653255922095,-0.4961003532600174,78,0,0,1,27.5,26.058992385864258
18.0,0.32053190484711985,0.5425741671347816,-0.6881793228818638,0.7127368952204994,1.9697325137058408,76,1,0,0,18.0,19.045747756958008
34.5,-0.8552441147764164,-0.8960010012060555,-0.28266033894278486,-0.7680592088552535,0.08409561543783205,81,0,1,0,34.5,28.198610305786133
11.0,1.496307924470656,1.1947282434492943,2.7652726693735183,1.6668702700954663,-0.7499360895653261,70,1,0,0,11.0,11.474367141723633
32.1,-0.8552441147764164,-0.9151820034506,-0.8974794436246143,-1.0042308362995522,-0.024691128693014885,80,1,0,0,32.099998474121094,31.599225997924805
15.5,1.496307924470656,1.5016242793620063,1.7187720656597663,1.410624054318402,-1.5114432984812527,77,1,0,0,15.5,15.547035217285156
18.6,0.32053190484711985,0.30281163907797537,0.14902116008913796,0.7670563695326882,1.1357008087026828,78,1,0,0,18.600000381469727,17.782859802246094
18.2,1.496307924470656,1.1947282434492943,0.8030840374102332,1.015036578349202,-0.1334778728238618,79,1,0,0,18.200000762939453,16.868562698364258
15.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,0.8969507646270525,1.2444875528335297,75,1,0,0,15.0,16.453161239624023
27.2,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.5673133255275995,0.047833367394215974,81,1,0,0,27.200000762939453,27.64387321472168
14.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.7554346303870783,-0.7499360895653261,74,1,0,0,14.0,14.197980880737305
13.0,1.496307924470656,1.5016242793620063,1.5879594901955474,1.539337591275545,-1.2938698102195594,72,1,0,0,13.0,13.891698837280273
18.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.7587903625721377,0.3379313517431407,74,1,0,0,18.0,17.27517318725586
15.0,0.32053190484711985,0.5425741671347816,-0.1126039908393001,0.431692658561784,0.5192425919612185,74,1,0,0,15.0,17.802492141723633
14.0,1.496307924470656,2.5086268972005925,3.1577103957661756,1.7176471699959905,-2.019114771091871,70,1,0,0,14.0,11.534784317016602
15.0,1.496307924470656,1.1947282434492943,1.19552176380289,1.3751983102017573,-0.7499360895653261,72,1,0,0,15.0,14.285099983215332
23.9,1.496307924470656,0.638479178357504,-0.37422914176773814,0.5308847420883894,2.404879490229227,79,1,0,0,23.899999618530273,19.218692779541016
24.0,-0.8552441147764164,-0.7713244866165163,-0.24341656630351913,-0.7066545857197358,-0.2060023689110927,70,0,0,1,24.0,24.445518493652344
16.0,1.496307924470656,1.9811493354756187,1.7187720656597663,2.004595697340813,-1.4751810504376373,75,1,0,0,16.0,13.784643173217773
14.0,1.496307924470656,1.5112147804842784,1.2740093090814215,1.3976346148089658,-0.7499360895653261,71,1,0,0,14.0,13.775564193725586
26.6,1.496307924470656,1.5016242793620063,0.018208584624918932,0.891046473940945,1.2444875528335297,81,1,0,0,26.600000381469727,17.374507904052734
46.6,-0.8552441147764164,-1.030268016917867,-1.0282920190888334,-1.016039417671767,0.845602824353758,80,0,0,1,46.599998474121094,32.69546890258789
31.5,-0.8552441147764164,-0.9151820034506,-0.9498044738103019,-1.0927951965911642,1.0631763126154519,77,0,0,1,31.5,31.231653213500977
29.5,-0.8552441147764164,-0.9151820034506,-0.9498044738103019,-0.9865179642412297,0.37419359978675676,78,0,0,1,29.5,31.546648025512695
27.0,-0.8552441147764164,-0.7809149877387885,-0.42655417195342576,-0.3901846049443755,1.099438560659068,82,1,0,0,27.0,26.721569061279297
25.5,-0.8552441147764164,-0.5123809563151657,-0.400391656860582,-0.25438591916390374,0.08409561543783205,77,1,0,0,25.5,24.393796920776367
20.0,-0.8552441147764164,-0.6082859675378881,-0.06027896065361248,0.2120530450385862,0.047833367394215974,76,0,1,0,20.0,21.15447425842285
16.5,1.496307924470656,1.5016242793620063,1.9803972165882044,1.6645085538210234,-1.257607562175944,76,1,0,0,16.5,14.547392845153809
35.7,-0.8552441147764164,-0.9151820034506,-0.6358542926961762,-1.2463067544299584,-0.4235758571727859,79,1,0,0,35.70000076293945,30.551462173461914
24.2,0.32053190484711985,-0.4548379495815322,0.41064631101757604,-0.04773574515014239,-0.6411493454344791,81,0,0,1,24.200000762939453,24.205068588256836
20.2,1.496307924470656,1.0412802254929383,0.9077340977816083,0.7080134626716135,-1.0037718258706347,78,1,0,0,20.200000762939453,17.934337615966797
26.0,-0.8552441147764164,-0.3589329383588097,-0.32190411158205057,-0.45513180249155766,-0.38731360912917046,82,1,0,0,26.0,26.358646392822266
22.4,0.32053190484711985,0.3603546458116088,0.14902116008913796,0.524980451402282,0.08409561543783205,81,1,0,0,22.399999618530273,20.050294876098633
31.8,-0.8552441147764164,-1.0398585180401392,-1.0282920190888334,-1.1223166500217014,1.3170120489207606,79,0,0,1,31.799999237060547,34.138729095458984
30.9,-0.8552441147764164,-0.8480484955946943,-0.7666668681603952,-0.8743364412051878,-0.38731360912917046,78,1,0,0,30.899999618530273,29.342130661010742
18.5,0.32053190484711985,0.5425741671347816,0.14902116008913796,0.7965778229632255,0.22914460761229377,76,1,0,0,18.5,18.166261672973633
16.0,0.32053190484711985,0.5425741671347816,0.018208584624918932,1.094154073543042,1.0631763126154519,75,1,0,0,16.0,17.28694725036621
13.0,1.496307924470656,1.9811493354756187,1.7187720656597663,2.09670263204409,-1.2938698102195594,71,1,0,0,13.0,12.786145210266113
30.0,-0.8552441147764164,-0.7905054888610608,-0.6358542926961762,-0.9629008014967999,-0.2785268649983235,77,1,0,0,30.0,28.67424774169922
14.5,1.496307924470656,1.5112147804842784,1.2478467939885778,1.4696669611794768,-1.0037718258706347,76,1,0,0,14.5,15.650059700012207
41.5,-0.8552441147764164,-0.9151820034506,-0.7405043530675515,-0.9758902410062363,-0.3147891130419396,80,0,1,0,41.5,31.038331985473633
20.8,0.32053190484711985,0.06304911102116918,-0.5050417172319572,0.11758439406086671,0.4104558478303716,78,1,0,0,20.799999237060547,22.855350494384766
13.0,1.496307924470656,1.5975292905847287,1.7187720656597663,1.9880636834197125,-0.9312473297834039,73,1,0,0,13.0,13.450078010559082
31.0,-0.8552441147764164,-1.1741255337519507,-1.0282920190888334,-1.4139886099154104,1.2444875528335297,71,0,0,1,31.0,32.96834945678711
15.0,1.496307924470656,1.5016242793620063,1.5879594901955474,0.8532590135498572,-1.4751810504376373,70,1,0,0,15.0,14.653794288635254
23.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.8861450225774028,-0.5686248493472483,71,1,0,0,23.0,25.72881507873535
22.0,-0.8552441147764164,-0.6850099765160661,-0.4788792021391134,-0.6794948485636414,0.15662011152506292,72,1,0,0,22.0,25.159103393554688
28.0,-0.8552441147764164,-0.9247725045728723,-0.7666668681603952,-0.9629008014967999,0.30166910369952465,76,0,0,1,28.0,31.4482421875
16.0,0.32053190484711985,0.30281163907797537,0.018208584624918932,0.5533210466955979,-0.024691128693014885,71,1,0,0,16.0,17.538230895996094
17.7,0.32053190484711985,0.3603546458116088,1.5879594901955474,0.5604061955189268,-0.7861983376089415,78,1,0,0,17.700000762939453,17.622785568237305
13.0,1.496307924470656,1.9811493354756187,1.19552176380289,1.7637006373476287,-1.2938698102195594,73,1,0,0,13.0,14.440402030944824
26.6,-0.8552441147764164,-0.4068854439701709,-0.531204232324801,-0.396088895630483,0.30166910369952465,81,1,0,0,26.600000381469727,26.66758918762207
30.0,-0.8552441147764164,-1.0110870146733224,-0.7405043530675515,-1.0691780338467343,-0.38731360912917046,71,0,1,0,30.0,28.768537521362305
18.1,1.496307924470656,1.0412802254929383,0.9077340977816083,0.27700024258576833,-1.5839677945684842,78,1,0,0,18.100000381469727,18.80112648010254
22.0,0.32053190484711985,-0.4548379495815322,-0.19109153611783153,-0.18353443093061414,-0.38731360912917046,77,0,0,1,22.0,25.553176879882812
14.0,1.496307924470656,2.5086268972005925,3.1577103957661756,0.13647812425641062,-2.019114771091871,70,1,0,0,14.0,13.52478313446045
24.3,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,0.038466898867026644,1.6433722813133014,80,1,0,0,24.299999237060547,23.84555435180664
14.0,1.496307924470656,1.0412802254929383,0.8554090675959207,1.2653785034401586,-0.38731360912917046,73,1,0,0,14.0,15.582470893859863
23.9,-0.8552441147764164,-0.7137814798828829,-0.19109153611783153,-0.6676862671914265,-0.2422646169547081,78,0,0,1,23.899999618530273,28.18077278137207
13.0,1.496307924470656,1.0412802254929383,0.6461089468531703,0.23448934964579457,-1.2938698102195594,75,1,0,0,13.0,18.274866104125977
30.0,-0.8552441147764164,-0.4548379495815322,-0.9759669889031457,0.33013885876073557,2.2598304980547654,80,0,1,0,30.0,26.146272659301758
36.0,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.7090163019941788,-0.9312473297834039,82,1,0,0,36.0,28.562524795532227
16.0,0.32053190484711985,0.6192981761129595,0.14902116008913796,0.7812266671793461,0.8818650723973741,74,1,0,0,16.0,17.335535049438477
28.8,0.32053190484711985,-0.1958944192801815,0.279833735553357,-0.44332322111934275,-1.5477055465248681,79,1,0,0,28.799999237060547,23.528270721435547
36.0,-0.8552441147764164,-0.8288674933501498,-0.7666668681603952,-0.9038578946357252,-0.38731360912917046,82,0,0,1,36.0,33.04085922241211
31.3,-0.8552441147764164,-0.7041909787606105,-0.7666668681603952,-0.5059087023920819,0.7005538321792963,80,0,0,1,31.299999237060547,30.59126091003418
21.5,-1.4431321245881843,-1.0878110236515004,0.14902116008913796,-0.295715953966656,-0.7499360895653261,77,0,0,1,21.5,25.75703239440918
35.0,-0.8552441147764164,-1.1645350326296784,-0.9236419587174581,-1.6029259118708494,0.8818650723973741,71,0,0,1,35.0,33.24384689331055
28.0,-0.8552441147764164,-0.7425529832496995,-0.37422914176773814,-1.0006882618878876,-0.5686248493472483,71,0,1,0,28.0,26.504940032958984
18.0,0.32053190484711985,-0.21507542152472597,-0.19109153611783153,0.016030594259818266,-0.38731360912917046,75,1,0,0,18.0,21.903444290161133
15.5,1.496307924470656,1.060461227737483,0.41064631101757604,1.170909852462439,-0.6048870973908637,76,1,0,0,15.5,17.215728759765625
32.0,-0.8552441147764164,-0.5603334619265269,-0.531204232324801,-0.7975806622857908,-1.4389188023940218,82,1,0,0,32.0,29.154870986938477
17.5,1.496307924470656,1.070051728859755,0.9338966128744521,1.4696669611794768,-0.9312473297834039,76,1,0,0,17.5,16.21897315979004
20.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.06662947534568628,0.15662011152506292,75,1,0,0,20.0,20.81711196899414
25.0,-0.8552441147764164,-0.9199772540117361,-0.6358542926961762,-0.9971456874762232,0.5192425919612185,72,1,0,0,25.0,27.33261489868164
18.0,0.32053190484711985,0.5425741671347816,-0.42655417195342576,0.19906360552914978,-0.38731360912917046,71,1,0,0,18.0,20.008176803588867
39.0,-0.8552441147764164,-1.030268016917867,-1.0544545341816771,-1.293541079918818,0.30166910369952465,81,1,0,0,39.0,33.26278305053711
26.0,-0.8552441147764164,-0.9247725045728723,-0.7666668681603952,-0.8330064064024356,0.954389568484605,77,0,0,1,26.0,31.1733455657959
19.2,0.32053190484711985,0.3603546458116088,0.018208584624918932,0.6666834278688613,1.3170120489207606,78,1,0,0,19.200000762939453,18.681421279907227
24.0,-0.8552441147764164,-0.8288674933501498,-0.37422914176773814,-0.6381648137608892,-0.38731360912917046,70,0,1,0,24.0,24.962736129760742
28.0,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.34531199572995874,0.3379313517431407,80,1,0,0,28.0,25.469263076782227
17.0,0.32053190484711985,0.3603546458116088,0.14902116008913796,1.1059626549152568,1.9697325137058408,75,1,0,0,17.0,16.781085968017578
21.6,-0.8552441147764164,-0.6946004776383383,0.279833735553357,-0.20715159367504402,0.047833367394215974,78,0,1,0,21.600000381469727,22.67499351501465
22.0,0.32053190484711985,0.30281163907797537,-0.1126039908393001,0.3100642704279702,-0.060953376736630316,76,1,0,0,22.0,20.102325439453125
31.9,-0.8552441147764164,-1.0014965135510503,-0.8713169285317705,-1.2344981730577433,-0.5686248493472483,79,0,1,0,31.899999618530273,32.43868637084961
39.1,-0.8552441147764164,-1.0974015247737727,-1.21142962473874,-1.4352440563853974,0.4829803439176024,81,0,0,1,39.099998474121094,36.944114685058594
19.4,0.32053190484711985,0.3699451469338811,-0.37422914176773814,0.2829045332718758,0.5917670880484494,78,1,0,0,19.399999618530273,21.323244094848633
33.5,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.489376688470981,-0.858722833696173,79,1,0,0,33.5,26.087039947509766
24.0,-0.8552441147764164,-0.7041909787606105,-0.19109153611783153,-0.5684941836648211,-0.2060023689110927,74,0,0,1,24.0,26.561594009399414
26.0,-0.8552441147764164,-0.6850099765160661,-0.6358542926961762,-0.6133667928792378,0.3379313517431407,74,1,0,0,26.0,26.199527740478516
31.0,-0.8552441147764164,-1.0974015247737727,-0.9759669889031457,-1.1459338127661314,0.15662011152506292,74,0,1,0,31.0,31.068281173706055
28.1,-0.8552441147764164,-0.5027904551928934,-0.6358542926961762,0.3065216960163057,1.752159025444147,81,0,1,0,28.100000381469727,25.185728073120117
18.0,0.32053190484711985,0.3699451469338811,-0.1126039908393001,-0.03002287309181998,0.15662011152506292,73,1,0,0,18.0,20.08144187927246
27.0,-0.8552441147764164,-0.4068854439701709,-0.37422914176773814,-0.2780030819083336,0.8818650723973741,82,1,0,0,27.0,25.75078010559082
